alert_id,timestamp,source_ip,destination_ip,label,severity,mitre_tactic,mitre_technique,mitre_conf,shap_feat_1,shap_val_1,shap_feat_2,shap_val_2,shap_feat_3,shap_val_3,shap_feat_4,shap_val_4,shap_feat_5,shap_val_5
396,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,8.0285,Fwd IAT Total,4.5848,Flow Bytes/s,2.1233,Fwd Packet Length Mean,-1.4621,Total Backward Packets,-0.9946
397,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.934,Total Length of Bwd Packets,-0.6364,Bwd Packet Length Min,-0.5329,Flow IAT Max,-0.4413,Fwd Packet Length Std,-0.4263
398,2026-07-27 10:00:00,172.16.0.27,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.1578,Destination Port,-0.5247,Total Length of Bwd Packets,-0.4563,Bwd Packet Length Mean,-0.3771,Flow Duration,-0.3691
399,2026-07-27 10:00:00,172.16.0.93,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,5.08,Fwd Packet Length Max,1.6181,Bwd Packet Length Std,-0.9024,Bwd Packet Length Max,-0.8441,Flow IAT Mean,-0.7716
400,2026-07-27 10:00:00,172.16.0.69,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.685,Flow IAT Std,0.6605,Destination Port,-0.5404,Total Length of Fwd Packets,0.4842,Fwd IAT Total,-0.4838
401,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Fwd IAT Mean,0.1255,Fwd IAT Total,-0.1089,Total Length of Fwd Packets,0.0899,Fwd Packet Length Min,0.0853,Bwd Packet Length Std,-0.0718
402,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,1.8723,Flow IAT Std,-0.6695,Flow IAT Max,-0.5826,Fwd IAT Mean,-0.5022,Flow IAT Mean,0.4733
403,2026-07-27 10:00:00,172.16.0.6,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.9272,Destination Port,1.2812,Flow Duration,-0.6361,Total Fwd Packets,-0.4101,Flow IAT Max,-0.3816
404,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Fwd Packet Length Max,0.0936,Fwd Packet Length Mean,0.09,Flow IAT Std,-0.0832,Total Length of Fwd Packets,0.0685,Fwd Packet Length Std,0.0684
405,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.561,Total Length of Bwd Packets,-0.801,Flow IAT Mean,0.5823,Fwd Packet Length Std,-0.487,Bwd Packet Length Std,-0.367
406,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,3.1636,Flow Packets/s,-0.7537,Fwd IAT Total,0.6394,Total Length of Bwd Packets,-0.5644,Fwd Packet Length Min,-0.5456
407,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,1.0227,Flow Bytes/s,0.5548,Bwd Packet Length Max,-0.5464,Total Length of Fwd Packets,-0.5083,Fwd Packet Length Std,-0.4745
408,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,42.0,Fwd Packet Length Mean,-0.137,Destination Port,0.1105,Fwd IAT Total,-0.0962,Flow IAT Min,0.0957,Bwd Packet Length Std,-0.0936
409,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.4338,Fwd Packet Length Std,-0.8293,Fwd IAT Total,-0.6406,Flow Bytes/s,-0.5515,Fwd Packet Length Mean,-0.4847
410,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,5.6479,Fwd IAT Total,5.5059,Flow Bytes/s,2.0451,Fwd Packet Length Max,-1.4041,Total Length of Fwd Packets,-1.0823
411,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,60.0,Fwd Packet Length Min,-0.1197,Destination Port,0.1118,Total Fwd Packets,0.1061,Flow IAT Min,0.099,Fwd Packet Length Mean,-0.0695
412,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.8912,Flow IAT Mean,0.7749,Fwd Packet Length Max,-0.6765,Flow Packets/s,-0.5705,Total Fwd Packets,-0.5559
413,2026-07-27 10:00:00,172.16.0.3,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,2.4817,Flow Duration,-0.6553,Fwd Packet Length Mean,-0.4301,Fwd IAT Mean,-0.4173,Total Backward Packets,-0.3965
414,2026-07-27 10:00:00,172.16.0.63,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.9713,Destination Port,-0.5442,Bwd Packet Length Min,-0.4445,Bwd Packet Length Mean,-0.3228,Total Length of Bwd Packets,-0.307
415,2026-07-27 10:00:00,172.16.0.74,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,6.7614,Fwd Packet Length Max,2.2237,Flow IAT Mean,-0.8784,Total Length of Bwd Packets,-0.8597,Fwd Packet Length Std,-0.8388
416,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,3.9939,Flow Duration,2.8521,Flow Bytes/s,1.62,Flow IAT Mean,-0.8381,Bwd Packet Length Min,-0.8217
417,2026-07-27 10:00:00,172.16.0.67,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,4.1754,Fwd Packet Length Max,2.3874,Total Backward Packets,-1.0336,Total Fwd Packets,-0.9816,Fwd Packet Length Mean,-0.8853
418,2026-07-27 10:00:00,172.16.0.52,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.3685,Destination Port,-0.5635,Bwd Packet Length Max,-0.4511,Flow Duration,0.394,Total Length of Bwd Packets,-0.3415
419,2026-07-27 10:00:00,172.16.0.78,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,2.0648,Flow Duration,-0.581,Total Backward Packets,-0.36,Flow Bytes/s,-0.3099,Fwd Packet Length Min,0.2701
420,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,72.0,Bwd Packet Length Max,0.1297,Flow IAT Std,0.1187,Bwd Packet Length Min,0.1134,Flow Duration,-0.0918,Fwd IAT Total,-0.0765
421,2026-07-27 10:00:00,172.16.0.47,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Fwd Packet Length Max,2.4906,Total Length of Fwd Packets,1.918,Destination Port,0.787,Flow Bytes/s,-0.7724,Fwd Packet Length Mean,-0.643
422,2026-07-27 10:00:00,172.16.0.61,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,2.0405,Flow Duration,-0.6089,Fwd Packet Length Std,-0.3547,Flow IAT Max,-0.3435,Fwd Packet Length Max,0.3072
423,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,6.3383,Bwd Packet Length Max,4.9222,Fwd Packet Length Std,-1.3521,Fwd Packet Length Min,-1.1365,Flow IAT Min,-1.13
424,2026-07-27 10:00:00,172.16.0.89,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,4.4909,Fwd Packet Length Max,2.9453,Total Fwd Packets,-1.0993,Flow IAT Max,-0.8427,Destination Port,0.6751
425,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,1.3253,Total Length of Fwd Packets,0.6892,Flow IAT Mean,0.4604,Fwd Packet Length Mean,0.447,Fwd IAT Mean,-0.4077
426,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,8.9156,Bwd Packet Length Max,3.871,Flow IAT Max,-1.1771,Flow Bytes/s,-1.0917,Flow Packets/s,-1.0911
427,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.7278,Fwd Packet Length Mean,-1.0724,Bwd Packet Length Mean,0.741,Total Fwd Packets,-0.6625,Fwd Packet Length Min,-0.4736
428,2026-07-27 10:00:00,172.16.0.28,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.7686,Fwd Packet Length Max,1.9695,Total Fwd Packets,-0.9179,Flow Duration,-0.8299,Bwd Packet Length Min,-0.768
429,2026-07-27 10:00:00,172.16.0.92,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Flow Packets/s,-0.5446,Destination Port,-0.5279,Fwd Packet Length Std,0.4578,Fwd Packet Length Min,-0.4434,Total Backward Packets,0.2986
430,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,1.9029,Bwd Packet Length Std,-0.832,Destination Port,0.6663,Total Backward Packets,0.5945,Fwd Packet Length Std,-0.5886
431,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.223,Fwd IAT Total,-0.6036,Total Length of Bwd Packets,-0.4812,Fwd Packet Length Mean,0.4547,Bwd Packet Length Mean,-0.4178
432,2026-07-27 10:00:00,172.16.0.3,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.5459,Destination Port,-0.4813,Fwd Packet Length Std,-0.461,Flow IAT Std,0.3529,Total Fwd Packets,0.3464
433,2026-07-27 10:00:00,172.16.0.99,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,2.0431,Flow Duration,-0.5495,Total Fwd Packets,-0.3749,Total Length of Fwd Packets,-0.3393,Bwd Packet Length Std,-0.2779
434,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,3.7064,Bwd Packet Length Max,2.6269,Flow IAT Min,-1.0235,Flow IAT Max,-0.7772,Fwd Packet Length Max,-0.7315
435,2026-07-27 10:00:00,172.16.0.74,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.7128,Destination Port,1.257,Flow Duration,-0.7102,Flow IAT Min,-0.4052,Fwd IAT Mean,-0.3684
436,2026-07-27 10:00:00,172.16.0.44,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Flow Packets/s,1.9731,Flow Duration,-0.5082,Bwd Packet Length Max,-0.3852,Flow IAT Std,-0.3525,Fwd Packet Length Min,-0.2629
437,2026-07-27 10:00:00,172.16.0.76,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,3.1037,Fwd Packet Length Max,3.0356,Flow Packets/s,-0.9688,Destination Port,0.7714,Fwd IAT Mean,-0.7261
438,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,3.0045,Fwd Packet Length Min,-0.658,Total Length of Fwd Packets,0.5562,Flow IAT Max,0.5436,Fwd Packet Length Max,-0.4777
439,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,42.0,Flow IAT Std,-0.1017,Fwd Packet Length Max,-0.0995,Bwd Packet Length Std,0.0954,Flow Duration,0.0877,Flow Packets/s,0.0831
440,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,70.0,Flow Packets/s,0.0914,Total Length of Bwd Packets,-0.0914,Bwd Packet Length Max,0.0907,Total Backward Packets,0.0738,Bwd Packet Length Mean,-0.0672
441,2026-07-27 10:00:00,172.16.0.6,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.7005,Fwd Packet Length Max,3.0944,Flow Duration,-0.937,Fwd Packet Length Std,-0.7709,Flow Bytes/s,-0.6274
442,2026-07-27 10:00:00,172.16.0.46,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,198.6551,Flow Duration,-9.7895,Flow Bytes/s,-9.4672,Fwd Packet Length Std,-9.1834,Fwd IAT Total,-9.1805
443,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.2288,Flow IAT Min,-0.8302,Fwd Packet Length Mean,-0.7613,Flow IAT Std,-0.6774,Fwd Packet Length Max,0.5272
444,2026-07-27 10:00:00,172.16.0.18,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,3.9734,Fwd Packet Length Max,2.0842,Destination Port,0.7122,Total Length of Bwd Packets,-0.709,Fwd IAT Mean,-0.6712
445,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.7038,Flow IAT Min,-0.8564,Bwd Packet Length Std,-0.5659,Flow Bytes/s,-0.5222,Flow IAT Mean,0.4896
446,2026-07-27 10:00:00,172.16.0.84,192.168.1.50,PortScan,Medium,TA0043 Reconnaissance,T1046,92.5,Destination Port,82.8512,Flow Duration,-4.4926,Flow Bytes/s,-4.2171,Flow IAT Max,-4.0605,Fwd Packet Length Std,-3.977
447,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,5.4408,Flow Duration,5.4029,Fwd Packet Length Std,-1.232,Bwd Packet Length Std,-1.0952,Flow IAT Min,-1.0458
448,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.3777,Total Backward Packets,-0.9485,Destination Port,0.7836,Flow IAT Max,-0.6042,Flow Bytes/s,-0.5899
449,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,3.3973,Destination Port,-1.025,Flow IAT Std,-0.7727,Total Length of Bwd Packets,-0.6531,Fwd IAT Total,-0.5694
450,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.2438,Fwd Packet Length Std,-0.9676,Total Fwd Packets,-0.7214,Flow IAT Mean,0.4752,Fwd IAT Total,0.4058
451,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.0756,Flow IAT Mean,0.882,Destination Port,-0.8283,Fwd IAT Total,0.6697,Total Length of Fwd Packets,-0.5723
452,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,7.3508,Bwd Packet Length Max,3.7462,Flow Duration,-1.0779,Flow IAT Min,-1.036,Fwd Packet Length Mean,-0.9595
453,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.7962,Flow IAT Mean,0.858,Flow Packets/s,-0.7443,Fwd IAT Mean,-0.6932,Flow IAT Max,-0.533
454,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,1.945,Flow IAT Mean,1.1905,Flow Bytes/s,-1.1349,Fwd Packet Length Mean,-0.7354,Total Backward Packets,-0.5644
455,2026-07-27 10:00:00,172.16.0.15,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,4.3008,Fwd Packet Length Max,2.3899,Flow IAT Mean,-0.9015,Destination Port,0.6964,Fwd IAT Mean,-0.6743
456,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,1.1109,Fwd IAT Mean,-0.4689,Flow Bytes/s,-0.4488,Bwd Packet Length Max,-0.3538,Fwd IAT Total,0.3485
457,2026-07-27 10:00:00,172.16.0.13,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.0966,Destination Port,-0.5627,Fwd Packet Length Min,-0.4634,Fwd IAT Total,-0.3812,Fwd IAT Mean,-0.3554
458,2026-07-27 10:00:00,172.16.0.39,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,5.0095,Fwd Packet Length Max,1.7569,Fwd Packet Length Std,-0.8853,Total Length of Bwd Packets,-0.8766,Flow Bytes/s,-0.8287
459,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.2483,Total Length of Fwd Packets,-0.6653,Flow IAT Mean,0.6231,Bwd Packet Length Min,-0.6209,Total Backward Packets,0.6153
460,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.8474,Fwd IAT Total,-0.8617,Flow Bytes/s,0.7293,Flow IAT Mean,0.6694,Total Fwd Packets,-0.4967
461,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,6.4375,Bwd Packet Length Max,4.564,Flow IAT Min,-1.052,Flow IAT Mean,-0.8808,Fwd Packet Length Std,-0.8596
462,2026-07-27 10:00:00,172.16.0.93,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.0892,Destination Port,-0.5479,Total Length of Fwd Packets,0.5034,Flow Packets/s,-0.4093,Fwd Packet Length Std,0.3454
463,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,6.6412,Flow Duration,3.6232,Flow Bytes/s,1.6381,Total Length of Fwd Packets,-1.0018,Flow Packets/s,-0.9407
464,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.9098,Fwd Packet Length Mean,-0.7042,Fwd Packet Length Std,-0.6815,Destination Port,-0.6139,Fwd IAT Total,0.6098
465,2026-07-27 10:00:00,172.16.0.78,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,3.89,Fwd Packet Length Max,2.5363,Flow IAT Std,-0.7281,Destination Port,0.7035,Fwd Packet Length Mean,-0.691
466,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,42.0,Fwd IAT Mean,-0.1432,Bwd Packet Length Mean,-0.0864,Fwd Packet Length Std,0.0857,Flow Duration,0.0821,Total Fwd Packets,-0.0721
467,2026-07-27 10:00:00,172.16.0.26,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.7811,Destination Port,-0.5537,Flow Packets/s,-0.3834,Total Length of Bwd Packets,0.3564,Flow IAT Mean,-0.2794
468,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,1.5493,Total Fwd Packets,-0.5751,Total Length of Bwd Packets,-0.5162,Flow IAT Mean,0.4826,Fwd Packet Length Std,-0.4702
469,2026-07-27 10:00:00,172.16.0.26,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,5.4548,Fwd Packet Length Max,2.3332,Bwd Packet Length Min,-0.9623,Fwd IAT Total,-0.6937,Flow IAT Max,-0.6574
470,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.6231,Total Backward Packets,-0.6102,Flow IAT Std,-0.5914,Flow IAT Min,-0.5551,Fwd Packet Length Std,-0.5056
471,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Infiltration,High,TA0010 Exfiltration,T1041,90.0,Total Length of Bwd Packets,5.9404,Bwd Packet Length Max,4.2932,Destination Port,-1.2703,Fwd IAT Mean,-1.2045,Total Length of Fwd Packets,-0.8417
472,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Flow Duration,6.4879,Fwd IAT Total,5.6222,Flow Bytes/s,2.6114,Flow Packets/s,-1.3758,Fwd Packet Length Mean,-1.1117
473,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.6436,Fwd IAT Total,-0.9062,Flow IAT Mean,0.7067,Fwd Packet Length Max,-0.4261,Bwd Packet Length Std,-0.4055
474,2026-07-27 10:00:00,172.16.0.54,192.168.1.50,Web Attack - XSS,High,TA0001 Initial Access,T1190,93.0,Total Length of Fwd Packets,5.526,Fwd Packet Length Max,1.9891,Fwd Packet Length Mean,-1.0718,Destination Port,0.7491,Bwd Packet Length Std,-0.7334
475,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,72.0,Flow IAT Min,0.1346,Fwd IAT Mean,-0.1168,Fwd Packet Length Std,-0.0935,Fwd Packet Length Mean,0.0851,Flow Duration,-0.0629
476,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,3.4912,Fwd IAT Mean,-1.0936,Bwd Packet Length Min,-0.6145,Flow IAT Mean,0.531,Bwd Packet Length Mean,0.5159
477,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.4826,Total Fwd Packets,-0.8161,Flow IAT Mean,0.7448,Fwd Packet Length Std,-0.673,Flow Bytes/s,-0.6596
478,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,4.2484,Bwd Packet Length Min,-0.9335,Flow IAT Min,-0.8727,Fwd Packet Length Mean,-0.6803,Bwd Packet Length Std,0.6754
479,2026-07-27 10:00:00,172.16.0.80,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,1.2386,Flow IAT Min,-0.744,Destination Port,-0.545,Flow Bytes/s,-0.5222,Fwd IAT Mean,-0.459
480,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,1.4746,Flow IAT Mean,0.7172,Flow IAT Std,-0.6311,Total Fwd Packets,0.4972,Bwd Packet Length Min,-0.4519
481,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,72.0,Total Length of Fwd Packets,0.1114,Flow Packets/s,-0.1042,Destination Port,0.0894,Fwd Packet Length Max,-0.0863,Flow IAT Std,-0.0842
482,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.1989,Total Length of Bwd Packets,-0.7167,Total Fwd Packets,-0.6928,Flow IAT Mean,0.5994,Fwd Packet Length Mean,-0.597
483,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS GoldenEye,Critical,TA0040 Impact,T1498/T1499,93.5,Flow Duration,2.3961,Fwd Packet Length Min,-0.6708,Flow IAT Mean,0.5425,Destination Port,0.5147,Fwd Packet Length Std,-0.4074
484,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,2.5054,Bwd Packet Length Mean,-0.5899,Bwd Packet Length Min,-0.4728,Bwd Packet Length Std,-0.449,Fwd Packet Length Std,0.4471
485,2026-07-27 10:00:00,172.16.0.24,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,0.8742,Destination Port,-0.5288,Total Length of Fwd Packets,-0.3189,Total Fwd Packets,-0.2706,Bwd Packet Length Min,-0.2636
486,2026-07-27 10:00:00,172.16.0.82,192.168.1.50,SSH-Patator,High,TA0006 Credential Access,T1110.001,95.5,Total Backward Packets,0.9983,Destination Port,-0.3878,Flow Duration,0.3489,Flow Packets/s,-0.2892,Fwd Packet Length Mean,-0.249
487,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowloris,Critical,TA0040 Impact,T1499,91.2,Flow Duration,3.0612,Total Length of Bwd Packets,-0.8722,Flow IAT Min,-0.6386,Destination Port,0.6308,Flow IAT Std,-0.5113
488,2026-07-27 10:00:00,192.168.1.12,192.168.1.50,BENIGN,High,TA0043 Reconnaissance,T1046,42.0,Flow IAT Std,0.1279,Flow Packets/s,-0.1138,Total Length of Fwd Packets,-0.1088,Flow Duration,0.105,Destination Port,-0.0847
489,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Slowhttptest,Critical,TA0040 Impact,T1499,90.8,Flow Duration,2.5547,Fwd Packet Length Std,-0.7638,Flow IAT Mean,0.6697,Bwd Packet Length Std,-0.6183,Flow IAT Std,-0.5709
490,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,3.5634,Flow Duration,3.2339,Flow Bytes/s,2.1799,Fwd Packet Length Max,-1.1186,Total Length of Bwd Packets,-0.8644
491,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,DoS Hulk,Critical,TA0040 Impact,T1498.001,94.0,Flow Duration,2.2449,Total Length of Bwd Packets,-1.0252,Fwd Packet Length Mean,-0.8102,Flow IAT Mean,0.6936,Bwd Packet Length Mean,0.64
492,2026-07-27 10:00:00,172.16.0.94,192.168.1.50,FTP-Patator,High,TA0006 Credential Access,T1110.001,95.0,Total Backward Packets,1.1768,Destination Port,-0.5779,Total Fwd Packets,-0.4146,Bwd Packet Length Mean,-0.3411,Total Length of Fwd Packets,-0.3232
493,2026-07-27 10:00:00,172.16.0.1,192.168.1.50,Bot,Critical,TA0011 Command & Control,T1071.001,91.5,Fwd IAT Total,4.7999,Flow Duration,4.1616,Flow Bytes/s,1.787,Total Fwd Packets,-1.2038,Flow IAT Max,-0.8919
494,2026-07-27 10:00:00,172.16.0.55,192.168.1.50,Web Attack - SQL Injection,High,TA0001 Initial Access,T1190,94.5,Total Length of Fwd Packets,6.1523,Fwd Packet Length Max,1.3341,Flow Bytes/s,-0.9669,Fwd Packet Length Mean,-0.9664,Fwd IAT Mean,-0.7373
